"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","log.volatile.acidity","log.chlorides","nonfree.sulfur.dioxide","log.density","log.pH","log.sulphates","log.alcohol","quality.binary "
"135",7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,0.0392207131532813,-2.47693848013882,16,-0.00410842804454319,1.16938135955632,-0.59783700075562,2.29253475714054,0
"136",8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,-0.294371060602578,-2.40794560865187,47,-0.00350613932928759,1.16002091679675,-0.198450938723838,2.26176309847379,0
"137",8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,-0.335472736288129,-2.41911890925,42,-0.00320513094894834,1.17248213723457,-0.261364764134408,2.2512917986065,0
"138",7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5,-0.879476758751439,-2.5133061243097,32,-0.00280392733273426,1.24703229378638,-0.446287102628419,2.21920348405499,0
"139",7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,-0.579818495252942,-2.5133061243097,90,-0.00380723834295407,1.20297230399235,-0.616186139423817,2.2512917986065,0
"140",7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5,-0.579818495252942,-2.5133061243097,91,-0.00380723834295407,1.1999647829284,-0.616186139423817,2.2512917986065,0
"141",8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,-0.294371060602578,-2.40794560865187,47,-0.00350613932928759,1.16002091679675,-0.198450938723838,2.26176309847379,0
"142",8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,-0.335472736288129,-2.41911890925,42,-0.00320513094894834,1.17248213723457,-0.261364764134408,2.2512917986065,0
"143",5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,-1.07880966137193,-2.99573227355399,36,-0.00843547882110158,1.30291275218084,-0.23572233352107,2.63905732961526,0
"144",6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,-0.941608539858445,-2.71810053695571,17,-0.00461061255768329,1.20597080698861,-0.544727175441672,2.24070968927596,0
"145",5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,-1.07880966137193,-2.99573227355399,36,-0.00843547882110158,1.30291275218084,-0.23572233352107,2.63905732961526,0
"146",8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,5,-0.400477566597125,-2.14558134418438,109,-0.00320513094894834,1.15373158788919,-0.478035800943,2.24070968927596,0
"147",5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5,-0.385662480811985,-2.44184716032755,73,-0.00561573878563575,1.26412672714568,-0.653926467406664,2.30258509299405,0
"148",7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5,-0.713349887877465,-1.44392347395653,78,-0.00320513094894834,1.13462272619114,-0.22314355131421,2.23001440015921,0
"149",6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6,-0.713349887877465,-2.60369018577797,18,-0.00410842804454319,1.22964055107451,-0.544727175441672,2.32238772029023,0
"150",8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,-0.916290731874155,-2.41911890925,32,-0.00250313021811848,1.26129787094521,-0.49429632181478,2.35137525716348,0
"151",7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,-1.10866262452161,-2.56394985712845,6,-0.00420884477405468,1.20297230399235,-0.63487827243597,2.33214389523559,0
"152",9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,4,-0.653926467406664,-0.49429632181478,37,-0.000400080021339691,1.00795792039998,0.693147180559945,2.24070968927596,0
"153",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,-0.510825623765991,-2.3538783873816,74,-0.00501254182354429,1.20896034583698,-0.616186139423817,2.31253542384721,0
"154",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,-0.510825623765991,-2.3538783873816,74,-0.00501254182354429,1.20896034583698,-0.616186139423817,2.31253542384721,0
"155",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,-0.843970070294529,-2.65926003693278,100,-0.00270365157431482,1.22964055107451,-0.328504066972036,2.35137525716348,0
"156",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,-0.843970070294529,-2.64507540194082,100,-0.00270365157431482,1.22964055107451,-0.342490308946776,2.35137525716348,0
"157",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,-0.843970070294529,-2.65926003693278,100,-0.00270365157431482,1.22964055107451,-0.328504066972036,2.35137525716348,0
"158",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,-0.843970070294529,-2.64507540194082,100,-0.00270365157431482,1.22964055107451,-0.342490308946776,2.35137525716348,0
"159",7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,-0.385662480811985,-2.61729583783375,10,-0.00310481495347876,1.24703229378638,-0.693147180559945,2.23001440015921,0
"160",6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,-0.510825623765991,-2.53830742651512,68,-0.00320513094894834,1.27815220250019,-0.562118918153541,2.23001440015921,0
"161",7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5,-0.0512932943875506,-2.40794560865187,13,-0.00410842804454319,1.16315080980568,-0.579818495252942,2.26176309847379,0
"162",7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,4,-0.385662480811985,-2.63108915996608,11,-0.00350613932928759,1.15373158788919,0.0769610411361284,2.21920348405499,0
"163",7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,-0.63487827243597,-2.57702193869581,14,-0.00360649559411174,1.20297230399235,-0.579818495252942,2.30258509299405,0
"164",7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,-0.510825623765991,-2.65926003693278,85,-0.00180162194662821,1.21491274436427,-0.713349887877465,2.24070968927596,0
"165",7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5,-0.527632742082372,-2.65926003693278,86,-0.00190180728959633,1.21491274436427,-0.713349887877465,2.24070968927596,0
"166",7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,-0.462035459596559,-2.30258509299405,82,-0.00390762483101708,1.16002091679675,-0.478035800943,2.2512917986065,0
"167",6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,-0.446287102628419,-2.46510402249182,83,-0.00440970848870007,1.20597080698861,-0.653926467406664,2.32238772029023,0
"168",7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4,-0.59783700075562,-2.63108915996608,25,-0.00440970848870007,1.21491274436427,-0.7339691750802,2.19722457733622,0
"169",6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,-0.462035459596559,-2.41911890925,33,-0.00471107973011922,1.24415459395877,-0.59783700075562,2.34180580614733,0
"170",7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,-0.349557476169868,-1.02165124753198,48,-0.00360649559411174,1.09861228866811,0.46373401623214,2.2512917986065,0
"171",7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4,-0.122167633974208,-2.84731226843572,4,-0.00280392733273426,1.21194097397511,-1.10866262452161,2.2082744135228,0
"172",8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,-0.867500567704723,-2.61729583783375,12,-0.00280392733273426,1.19088756477728,-0.49429632181478,2.21920348405499,0
"173",8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,-0.867500567704723,-2.61729583783375,12,-0.00280392733273426,1.19088756477728,-0.49429632181478,2.21920348405499,0
"174",7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,6,-0.478035800943,-2.68824757380603,18,-0.00390762483101708,1.22964055107451,-0.562118918153541,2.4423470353692,0
"175",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,-0.967584026261706,-2.52572864430826,28,-0.00390762483101708,1.20297230399235,-0.755022584278033,2.2512917986065,0
"176",6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5,-0.693147180559945,-2.46510402249182,30,-0.00420884477405468,1.20896034583698,-0.2484613592985,2.2512917986065,0
"177",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,-0.967584026261706,-2.52572864430826,28,-0.00390762483101708,1.20297230399235,-0.755022584278033,2.2512917986065,0
"178",7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,-0.653926467406664,-2.44184716032755,30,-0.00280392733273426,1.27536280041261,-0.49429632181478,2.35137525716348,0
"179",7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,-0.216913001563574,-2.68824757380603,13,-0.00310481495347876,1.24703229378638,-0.579818495252942,2.26176309847379,0
"180",8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,-0.49429632181478,-2.70306265959117,32,-0.00310481495347876,1.16002091679675,-0.527632742082372,2.2512917986065,0
"181",8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,-0.49429632181478,-2.70306265959117,32,-0.00310481495347876,1.16002091679675,-0.527632742082372,2.2512917986065,0
"182",8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,5,-0.49429632181478,-1.30933331998376,87,-0.00280392733273426,1.13783300182139,0.0198026272961797,2.23001440015921,0
"183",7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5,-0.3147107448397,-2.57702193869581,26,-0.00280392733273426,1.23547147138531,-0.653926467406664,2.23001440015921,0
"184",6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,-0.49429632181478,-2.56394985712845,54,-0.00290421314738983,1.26412672714568,-0.544727175441672,2.23001440015921,0
"185",6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,-0.478035800943,-2.53830742651512,54,-0.00300450902029872,1.25846098961001,-0.544727175441672,2.23001440015921,0
"186",8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,-1.17118298150295,-2.1982250776698,59,-0.00290421314738983,1.18172719537862,-0.63487827243597,2.27212588550934,0
"187",7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5,-0.941608539858445,-2.50103603171788,53,-0.00280392733273426,1.20597080698861,-0.59783700075562,2.21920348405499,0
"188",7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5,-0.349557476169868,-2.47693848013882,17,-0.00240288461631031,1.22082992139236,-0.713349887877465,2.27212588550934,0
"189",7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,-0.693147180559945,-2.47693848013882,128,-0.00320513094894834,1.16315080980568,-0.59783700075562,2.2512917986065,0
"190",7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,-0.713349887877465,-2.50103603171788,127,-0.00320513094894834,1.16315080980568,-0.59783700075562,2.2512917986065,0
"191",8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,-0.693147180559945,-2.56394985712845,106,-0.00240288461631031,1.17248213723457,-0.478035800943,2.24070968927596,0
"192",6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6,-0.994252273343867,-2.60369018577797,28,-0.00260338587011493,1.27256559579155,-0.478035800943,2.28238238567653,0
"193",6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,-0.462035459596559,-2.31263542884755,110,-0.00310481495347876,1.18784342239605,-0.49429632181478,2.2512917986065,0
"194",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,-0.59783700075562,-2.64507540194082,21,-0.00360649559411174,1.18784342239605,-0.59783700075562,2.27212588550934,0
"195",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,-0.59783700075562,-2.64507540194082,21,-0.00360649559411174,1.18784342239605,-0.59783700075562,2.27212588550934,0
"196",7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,-0.527632742082372,-2.60369018577797,96,-0.00320513094894834,1.17865499634165,-0.616186139423817,2.24070968927596,0
"197",7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,-0.544727175441672,-2.60369018577797,40,-0.00320513094894834,1.24126858906963,-0.527632742082372,2.32238772029023,0
"198",11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,-1.20397280432594,-2.70306265959117,15,-0.00190180728959633,1.13462272619114,-0.0304592074847086,2.31253542384721,0
"199",5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,-0.180323554131282,-3.07911388249304,80,-0.00762902716449116,1.27256559579155,-0.162518929497775,2.56494935746154,1
"200",6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,0.0861776962410524,-2.79688141480883,19,-0.00521356705288743,1.25561603747777,-0.843970070294529,2.43361335540045,0
"201",9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,-1.13943428318836,-2.88240358824699,15,-0.00305466072922871,1.16938135955632,-0.198450938723838,2.33214389523559,1
"202",8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,-0.994252273343867,-2.33304430047875,106,-0.00250313021811848,1.11185751541813,0.0295588022415444,2.23001440015921,0
"203",6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5,-0.693147180559945,-2.59026716544583,33,-0.0045603827563316,1.21194097397511,-0.23572233352107,2.2512917986065,0
"204",7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5,-0.867500567704723,-2.43041846450393,23,-0.00390762483101708,1.20597080698861,-0.59783700075562,2.21920348405499,0
"205",7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,-0.843970070294529,-2.41911890925,23,-0.0038574303273047,1.20597080698861,-0.579818495252942,2.21920348405499,0
"206",12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,-1.20397280432594,-2.3538783873816,19,-0.000600180072032461,1.16315080980568,-0.261364764134408,2.37954613413017,1
"207",12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,-1.20397280432594,-2.3538783873816,19,-0.000600180072032461,1.16315080980568,-0.261364764134408,2.37954613413017,1
"208",7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,-0.562118918153541,-2.67364877438488,94,-0.00375704887771229,1.19088756477728,-0.63487827243597,2.23001440015921,0
"209",7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,-0.82098055206983,-2.30258509299405,77,-0.00340579313483282,1.16938135955632,-0.400477566597125,2.24070968927596,0
"210",11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,-1.20397280432594,-2.91877123241786,12,-0.00200200267067308,1.19694818938897,-0.127833371509885,2.35137525716348,1
"211",9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,-0.63487827243597,-3.24419363285249,14,-0.00415863514885899,1.19392246847243,-0.150822889734584,2.51769647261099,0
"212",8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,-0.321583624127462,-2.48891467118554,52,-0.00315497169330118,1.20896034583698,-0.579818495252942,2.30258509299405,0
"213",11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,-0.82098055206983,-2.83021783507642,10,-0.00200200267067308,1.16627093714192,-0.400477566597125,2.32238772029023,0
"214",8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,-0.562118918153541,-2.81341071676004,37,-0.00410842804454319,1.19392246847243,-0.843970070294529,2.31253542384721,0
"215",7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,-0.3078847797693,-2.3859667019331,31,-0.00260338587011493,1.17557332980424,-0.342490308946776,2.28238238567653,0
"216",7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,-0.713349887877465,-2.81341071676004,95,-0.00260338587011493,1.20597080698861,-0.27443684570176,2.35137525716348,0
"217",8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,-0.470003629245736,-2.29263476214088,36,-0.00380723834295407,1.14422279992016,-0.562118918153541,2.39789527279837,0
"218",8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,-0.321583624127462,-2.63108915996608,30,-0.00330545700872648,1.21194097397511,-0.59783700075562,2.2082744135228,0
"219",7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,-0.713349887877465,-2.57702193869581,34,-0.0043092715880984,1.22082992139236,-0.616186139423817,2.27212588550934,0
"220",7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,-0.63487827243597,-2.52572864430826,120,-0.00345596497339036,1.19392246847243,-0.510825623765991,2.2512917986065,0
"221",7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,-1.07880966137193,-2.50103603171788,34,-0.00360649559411174,1.20597080698861,-0.527632742082372,2.24070968927596,0
"222",7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5,-0.63487827243597,-2.29263476214088,56,-0.0043092715880984,1.14740245283754,-0.562118918153541,2.24070968927596,0
"223",6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,-0.49429632181478,-2.86470401114759,5,-0.0047613171017105,1.22964055107451,-0.510825623765991,2.2512917986065,0
"224",8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,-0.438504962186365,-2.48891467118554,20,-0.0018517133634744,1.18784342239605,-0.510825623765991,2.30258509299405,0
"225",8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,-0.454130280089445,-2.41911890925,40,-0.00255325678771729,1.19694818938897,-0.562118918153541,2.34180580614733,0
"226",7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,-0.843970070294529,-2.61729583783375,34,-0.0038574303273047,1.21491274436427,-0.544727175441672,2.35137525716348,0
"227",8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,-0.527632742082372,-1.08767234862978,54,-0.00360649559411174,1.11185751541813,0.476234178996372,2.2512917986065,0
"228",9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,-0.198450938723838,-2.41911890925,14,-0.00160128136697388,1.22082992139236,-0.462035459596559,2.28238238567653,0
"229",7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,-0.843970070294529,-2.61729583783375,34,-0.0038574303273047,1.21491274436427,-0.544727175441672,2.35137525716348,0
"230",6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,-0.653926467406664,-2.5133061243097,27,-0.00315497169330118,1.24126858906963,-0.693147180559945,2.39789527279837,0
"231",5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,-0.7339691750802,-2.91877123241786,87,-0.00732677538646086,1.26412672714568,-0.478035800943,2.50143595173921,1
"232",8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,-0.967584026261706,-2.55104645229255,37,-0.00375704887771229,1.21491274436427,-0.653926467406664,2.29253475714054,0
"233",8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,-0.994252273343867,-2.40794560865187,40,-0.00200200267067308,1.20597080698861,-0.356674943938732,2.26176309847379,0
"234",6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,-0.653926467406664,-2.5133061243097,27,-0.00315497169330118,1.24126858906963,-0.693147180559945,2.39789527279837,0
"235",8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,0,-2.7333680090865,30,-0.00315497169330118,1.1999647829284,-0.59783700075562,2.19722457733622,0
"236",7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,-0.462035459596559,-2.33304430047875,24,-0.00325529272067263,1.21491274436427,-0.544727175441672,2.19722457733622,0
"237",7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,-0.462035459596559,-2.33304430047875,24,-0.00325529272067263,1.21491274436427,-0.544727175441672,2.19722457733622,0
"238",7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,-0.438504962186365,-2.33304430047875,24,-0.00325529272067263,1.21491274436427,-0.544727175441672,2.21920348405499,0
"239",7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,-0.462035459596559,-2.33304430047875,24,-0.00325529272067263,1.21491274436427,-0.544727175441672,2.19722457733622,0
"240",8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,0,-2.7333680090865,30,-0.00315497169330118,1.1999647829284,-0.59783700075562,2.19722457733622,0
"241",8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5,-0.454130280089445,-1.33560124680437,57,-0.00290421314738983,1.09861228866811,0.0861776962410524,2.23001440015921,0
"242",12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,-0.967584026261706,-2.37515578582888,18,-0.000750281390704177,1.14422279992016,-0.342490308946776,2.3887627892351,0
"243",7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,-0.544727175441672,-2.28278246569787,81,-0.00435948877745286,1.12492959698548,-0.713349887877465,2.28238238567653,0
"244",15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,-1.56064774826467,-2.59026716544583,14,4.99987500417706e-05,1.12167756159911,-0.174353387144778,2.21920348405499,1
"245",15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,-1.56064774826467,-2.59026716544583,14,4.99987500417706e-05,1.12167756159911,-0.174353387144778,2.21920348405499,1
"246",7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,-0.415515443961666,-2.47693848013882,17,-0.00170144663975757,1.28370777234479,-0.0408219945202552,2.29253475714054,0
"247",7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,-0.385662480811985,-2.59026716544583,35,-0.00315497169330118,1.21787570949493,-0.653926467406664,2.2512917986065,0
"248",8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,-0.510825623765991,-2.63108915996608,62,-0.00370686193132651,1.16315080980568,-0.798507696217772,2.23001440015921,0
"249",7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,-0.63487827243597,-2.60369018577797,30,-0.0038574303273047,1.20896034583698,-0.7339691750802,2.28238238567653,0
"250",7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,-0.415515443961666,-2.47693848013882,17,-0.00170144663975757,1.28370777234479,-0.0408219945202552,2.29253475714054,0
"251",10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,-1.13943428318836,-2.7646205525906,21,-0.00150112612626709,1.16938135955632,-0.2484613592985,2.30258509299405,0
"252",7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,-0.510825623765991,-2.60369018577797,18,-0.00280392733273426,1.24415459395877,-0.356674943938732,2.29253475714054,0
"253",11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,-1.04982212449868,-2.40794560865187,16,-0.0014009809156281,1.15373158788919,-0.63487827243597,2.35137525716348,0
"254",7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,-0.25489224962879,-2.3859667019331,78,-0.00410842804454319,1.17248213723457,-0.527632742082372,2.2512917986065,0
"255",7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,-0.510825623765991,-2.60369018577797,18,-0.00280392733273426,1.24415459395877,-0.356674943938732,2.29253475714054,0
"256",8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,-0.562118918153541,-2.61729583783375,102,-0.00325529272067263,1.18172719537862,-0.562118918153541,2.23001440015921,0
"257",9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,-1.07880966137193,-2.59026716544583,8,-0.00200200267067308,1.16938135955632,-0.478035800943,2.21920348405499,0
"258",6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,-0.363843433417345,-2.59026716544583,44,-0.00320513094894834,1.24990173621434,-0.400477566597125,2.21920348405499,0
"259",7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,-0.891598119283784,-0.492658319810542,37,-0.00320513094894834,1.11841491596429,0.231111720963387,2.24070968927596,0
